ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2006 AMMONIA DISSOLVED mg/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6154 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,48429 RHENIUM DISSOLVED ug/L,48411 RHENIUM TOTAL RECOVERABLE ug/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103953 SILICON DISSOLVED mg/L,80045 SILICON TOTAL RECOVERABLE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,21SWE01189,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:38:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21,,8.02,,,,,,,,492,,,,,,,,,,,,,,256.5,,,,,,,,18.17,,,,,,,,,,,,,,,,,
ABS020,21SWE01190,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:39:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18,,8.01,,,,,,,,492,,,,,,,,,,,,,,256.7,,,,,,,,18.14,,,,,,,,,,,,,,,,,
ABS020,21SWE01191,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:40:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17,,7.99,,,,,,,,492,,,,,,,,,,,,,,256.9,,,,,,,,18.12,,,,,,,,,,,,,,,,,
ABS020,21SWE01192,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:41:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,,8,,,,,,,,491,,,,,,,,,,,,,,256.6,,,,,,,,18.09,,,,,,,,,,,,,,,,,
ABS020,21SWE01193,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:42:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,7.99,,,,,,,,492,,,,,,,,,,,,,,256.4,,,,,,,,18.02,,,,,,,,,,,,,,,,,
ABS020,21SWE01194,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:43:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94,,7.97,,,,,,,,492,,,,,,,,,,,,,,256.8,,,,,,,,17.91,,,,,,,,,,,,,,,,,
ABS020,21SWE01195,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:44:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98,,7.96,,,,,,,,492,,,,,,,,,,,,,,256.8,,,,,,,,17.85,,,,,,,,,,,,,,,,,
ABS020,21SWE01196,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:45:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94,,7.96,,,,,,,,492,,,,,,,,,,,,,,256.5,,,,,,,,17.84,,,,,,,,,,,,,,,,,
ABS020,21SWE01197,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:46:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64,,7.85,,,,,,,,495,,,,,,,,,,,,,,256.8,,,,,,,,16.95,,,,,,,,,,,,,,,,,
ABS020,21SWE01198,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:47:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,,7.75,,,,,,,,497,,,,,,,,,,,,,,257.7,,,,,,,,16.48,,,,,,,,,,,,,,,,,
ABS020,21SWE01199,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:48:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47,,7.5,,,,,,,,504,,,,,,,,,,,,,,257.9,,,,,,,,14.85,,,,,,,,,,,,,,,,,
ABS020,21SWE01200,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:49:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,,7.38,,,,,,,,508,,,,,,,,,,,,,,258.3,,,,,,,,14.19,,,,,,,,,,,,,,,,,
ABS020,21SWE01201,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:50:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08,,7.34,,,,,,,,509,,,,,,,,,,,,,,258,,,,,,,,14.05,,,,,,,,,,,,,,,,,
ABS020,21SWE01202,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:51:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92,,7.28,,,,,,,,511,,,,,,,,,,,,,,257.8,,,,,,,,13.65,,,,,,,,,,,,,,,,,
ABS020,21SWE01203,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:52:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,,7.19,,,,,,,,514,,,,,,,,,,,,,,257.9,,,,,,,,13.06,,,,,,,,,,,,,,,,,
ABS020,21SWE01204,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:53:00,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,,7.07,,,,,,,,516,,,,,,,,,,,,,,258,,,,,,,,12.72,,,,,,,,,,,,,,,,,
ABS020,21SWE01205,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:54:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,,7,,,,,,,,520,,,,,,,,,,,,,,258.8,,,,,,,,12.26,,,,,,,,,,,,,,,,,
ABS020,21SWE01206,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:55:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,,6.91,,,,,,,,522,,,,,,,,,,,,,,258.7,,,,,,,,11,,,,,,,,,,,,,,,,,
ABS020,21SWE01207,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:56:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,,6.82,,,,,,,,525,,,,,,,,,,,,,,258.7,,,,,,,,10.53,,,,,,,,,,,,,,,,,
ABS020,21SWE01208,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:57:00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,,6.76,,,,,,,,527,,,,,,,,,,,,,,258.7,,,,,,,,10.06,,,,,,,,,,,,,,,,,
ABS020,21SWE01209,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:58:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,,6.72,,,,,,,,529,,,,,,,,,,,,,,259.4,,,,,,,,9.8,,,,,,,,,,,,,,,,,
ABS020,21SWE01210,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:59:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,6.7,,,,,,,,529,,,,,,,,,,,,,,258.7,,,,,,,,9.62,,,,,,,,,,,,,,,,,
ABS020,21SWE01211,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:00:00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,,6.68,,,,,,,,530,,,,,,,,,,,,,,259.4,,,,,,,,9.44,,,,,,,,,,,,,,,,,
ABS020,21SWE01212,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:01:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,6.66,,,,,,,,531,,,,,,,,,,,,,,259.2,,,,,,,,9.38,,,,,,,,,,,,,,,,,
ABS020,21SWE01213,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:02:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,6.6,,,,,,,,534,,,,,,,,,,,,,,260.4,,,,,,,,8.86,,,,,,,,,,,,,,,,,
ABS020,21SWE01214,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:03:00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,6.57,,,,,,,,534,,,,,,,,,,,,,,261.3,,,,,,,,8.66,,,,,,,,,,,,,,,,,
ABS020,21SWE01215,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:04:00,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,6.56,,,,,,,,534,,,,,,,,,,,,,,262.2,,,,,,,,8.53,,,,,,,,,,,,,,,,,
ABS020,21SWE01216,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:05:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,6.55,,,,,,,,534,,,,,,,,,,,,,,261.7,,,,,,,,8.53,,,,,,,,,,,,,,,,,
ABS020,21SWE01217,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:06:00,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,6.55,,,,,,,,534,,,,,,,,,,,,,,262.3,,,,,,,,8.52,,,,,,,,,,,,,,,,,
ABS020,21SWE01218,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:07:00,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,6.54,,,,,,,,533,,,,,,,,,,,,,,262,,,,,,,,8.51,,,,,,,,,,,,,,,,,
ABS020,21SWE01219,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:08:00,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,6.54,,,,,,,,532,,,,,,,,,,,,,,262.4,,,,,,,,8.51,,,,,,,,,,,,,,,,,
ABS020,21SWE01220,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 14:09:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,6.54,,,,,,,,477,,,,,,,,,,,,,,262.3,,,,,,,,8.49,,,,,,,,,,,,,,,,,
ABS020,21SWE01452,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:40:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,,8.05,,,,,,,,462,,,,,,,,,,,,,,256.6,,,,,,,,16.57,,,,,,,,,,,,,,,,,
ABS020,21SWE01454,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:42:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61,,8.03,,,,,,,,462,,,,,,,,,,,,,,256.6,,,,,,,,16.62,,,,,,,,,,,,,,,,,
ABS020,21SWE01455,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:43:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,8.04,,,,,,,,462,,,,,,,,,,,,,,256.7,,,,,,,,16.61,,,,,,,,,,,,,,,,,
ABS020,21SWE01456,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:44:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58,,8.03,,,,,,,,462,,,,,,,,,,,,,,257.1,,,,,,,,16.61,,,,,,,,,,,,,,,,,
ABS020,21SWE01457,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:45:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59,,8.04,,,,,,,,462,,,,,,,,,,,,,,257,,,,,,,,16.62,,,,,,,,,,,,,,,,,
ABS020,21SWE01458,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:46:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,,8.04,,,,,,,,462,,,,,,,,,,,,,,257.2,,,,,,,,16.6,,,,,,,,,,,,,,,,,
ABS020,21SWE01459,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:47:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,8.03,,,,,,,,462,,,,,,,,,,,,,,257.2,,,,,,,,16.6,,,,,,,,,,,,,,,,,
ABS020,21SWE01460,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:48:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,,8.04,,,,,,,,462,,,,,,,,,,,,,,257,,,,,,,,16.59,,,,,,,,,,,,,,,,,
ABS020,21SWE01461,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:49:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,,8.03,,,,,,,,462,,,,,,,,,,,,,,257.2,,,,,,,,16.58,,,,,,,,,,,,,,,,,
ABS020,21SWE01462,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:50:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59,,8.03,,,,,,,,462,,,,,,,,,,,,,,256.6,,,,,,,,16.58,,,,,,,,,,,,,,,,,
ABS020,21SWE01463,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:51:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56,,8.03,,,,,,,,462,,,,,,,,,,,,,,256.7,,,,,,,,16.55,,,,,,,,,,,,,,,,,
ABS020,21SWE01464,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:52:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,,8.03,,,,,,,,462,,,,,,,,,,,,,,256.9,,,,,,,,16.54,,,,,,,,,,,,,,,,,
ABS020,21SWE01465,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:53:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53,,8.02,,,,,,,,462,,,,,,,,,,,,,,256.8,,,,,,,,16.53,,,,,,,,,,,,,,,,,
ABS020,21SWE01466,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:54:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53,,8.03,,,,,,,,462,,,,,,,,,,,,,,257.2,,,,,,,,16.53,,,,,,,,,,,,,,,,,
ABS020,21SWE01467,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:55:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52,,8.02,,,,,,,,462,,,,,,,,,,,,,,256.8,,,,,,,,16.53,,,,,,,,,,,,,,,,,
ABS020,21SWE01468,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:56:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,,8.02,,,,,,,,463,,,,,,,,,,,,,,257,,,,,,,,16.53,,,,,,,,,,,,,,,,,
ABS020,21SWE01469,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/24/2021 08:57:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,8.02,,,,,,,,463,,,,,,,,,,,,,,257.2,,,,,,,,16.52,,,,,,,,,,,,,,,,,
