ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,1596 HYDROXIDE (CALCD.) mg/L,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,2000 OXYGEN DISSOLVED (FIELD QC) mg/L,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS019,18SWE04305,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:47:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16,,8.04,,,,,,,209,,,,,,,,,,204,,,,,,,,9.47,,,,,,,,,,,,,,,,,
ABS019,18SWE04306,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:48:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,,8.04,,,,,,,209,,,,,,,,,,204,,,,,,,,9.46,,,,,,,,,,,,,,,,,
ABS019,18SWE04307,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:49:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,8.04,,,,,,,209,,,,,,,,,,204,,,,,,,,9.45,,,,,,,,,,,,,,,,,
ABS019,18SWE04308,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:50:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,,8.04,,,,,,,209,,,,,,,,,,204,,,,,,,,9.44,,,,,,,,,,,,,,,,,
ABS019,18SWE04309,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:51:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16,,8.04,,,,,,,209,,,,,,,,,,204,,,,,,,,9.42,,,,,,,,,,,,,,,,,
ABS019,18SWE04310,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:52:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,,8.03,,,,,,,209,,,,,,,,,,203,,,,,,,,9.41,,,,,,,,,,,,,,,,,
ABS019,18SWE04311,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:53:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,,8.03,,,,,,,209,,,,,,,,,,203,,,,,,,,9.42,,,,,,,,,,,,,,,,,
ABS019,18SWE04312,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:54:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,,8.03,,,,,,,209,,,,,,,,,,204,,,,,,,,9.4,,,,,,,,,,,,,,,,,
ABS019,18SWE04313,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:55:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,,8.03,,,,,,,209,,,,,,,,,,204,,,,,,,,9.4,,,,,,,,,,,,,,,,,
ABS019,18SWE04314,MAC,PEA,07GH,1,AB07GH0200,"STURGEON LAKE, MAIN BASIN PROFILE AT GREATEST DEPTH",55.109870,-117.551200,0,1,122,N,,09/19/2018 09:56:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,8.03,,,,,,,210,,,,,,,,,,204,,,,,,,,9.42,,,,,,,,,,,,,,,,,
ABS020,18SWE04817,SAS,RED,05CC,1,AB05CC0700,"SYLVAN LAKE, COMPOSITE",52.358820,-114.152000,0,13,133,N,"GPS: 52'21.188. -114'08.692. Air Temp: 26 degC. Wind Speed: 22 km/h. Wind Dir: E. Waves: 0.3 m. -- Windy day, drifted a bit on profile site and on euphotic hauls. lots of summer villages, few boaters today. Took secchi at site 4 as well, same secchi depth. Not lots of runoff this spring. Snow melt taken up by vegetation in catchement. Concern about nutrients being too low - volunteer Graeme worried that nutrients settle into the sediment. -- Microcystin M180247",06/20/2018 12:30:00,,16,340,,,L0.015,,,,,,,,,380,,,,,,,,18,,,9,19,5.6,,,3.1,,,1,,,2,,,9,,210,L1,,2.2,L0.06,,,,,,,41,L0.004,,,,,L0.1,,,,,,0.0047,L0.003,0.0047,0.7,0.7,0,,,,8.68,0.011,0.0031,,8.6,,,2.7,4.5,,,7.8,,,,74,,620,,,13,7.3,7.7,,,,,,,,,,,370,16.5,2,,,,,,
ABS020,18SWE05005,SAS,RED,05CC,1,AB05CC0700,"SYLVAN LAKE, COMPOSITE",52.358820,-114.152000,0,13,133,N,"GPS: 5235352, -114.14521. Air Temp: 17 degC. Wind Speed: 15 km/h. Wind Dir: NE. waves: 0.2 m. -- A bit of windy gusts, had to finish profile on different side of boat and redo 11 m and on . No other boaters, storm expected later today. Not much rain lately, water levels down 8 centimeters. since june trip. Microcystin ID: M180246. Tow net.",07/10/2018 08:30:00,,19,340,,,L0.015,,,,,,,,,370,,,,,,,,17,,,10,23,5.4,,,3.2,,,95,,,1,,,7.6,,200,L1,,1.8,L0.06,,,,,,,39,L0.004,,,,,0.1,,,,,,L0.003,0.0037,L0.0042,0.73,0.73,0,,,,8.76,0.015,0.006,,8.6,,,2.7,3.8,,,7,,,,75,,620,,,12,7.3,7.5,,,,,,,,,,,370,16.46,1,,,,,,
ABS020,18SWE05276,SAS,RED,05CC,1,AB05CC0700,"SYLVAN LAKE, COMPOSITE",52.358820,-114.152000,0,13,133,N,"GPS: 52.35402 -114.14561. Air Temp: 27. Wind Speed: 10 km/h. Wind Dir; NW. Waves 0.15. -- Quiet day, lots of hot weather past week. Cooled off past 2 days. No rain last 24 hours. Took secchi at every site all betwen 4-5 m. Lots of boat traffic on aug long weekend. Notmuch boat traffic during the week.Sylvan Stewardship Society and munipaclity working on a management plan with an environment component. Potential to include water quality anlysis in that plan. There was ash fall yesterday from forest fires. Microcystin ID M 180245. Tow net.",08/14/2018 07:30:00,,24,350,,,L0.015,,,,,,,,,370,,,,,,,,17,,,7.6,29,5.7,,,3.2,,,5,,,1,,,9.2,,200,L1,,1.1,L0.06,,,,,,,40,L0.004,,,,,0.11,,,,,,L0.003,L0.003,L0.0042,0.65,0.65,0,,,,8.83,0.013,0.0046,,9.1,,,2.7,4.6,,,7.3,,,,74,,630,,,12,7.4,7.5,,,,,,,,,,,370,16.17,0,,,,,,
ABS020,18SWE05453,SAS,RED,05CC,1,AB05CC0700,"SYLVAN LAKE, COMPOSITE",52.358820,-114.152000,0,13,,N,"Missed Trip. Volunteers unavailable. Cancelled due to weather, then rescheduled fo a later date which was cancelled due to unavailability.",08/28/2018 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS020,18SWE05536,SAS,RED,05CC,1,AB05CC0700,"SYLVAN LAKE, COMPOSITE",52.358820,-114.152000,0,13,,N,Missed Trip. Volunteer sunavailable. No boat in water after long weekend.,09/11/2018 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS020,18SWE04818,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:30:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68,,8.26,,,,,,,188,,,,,,,,,,640,,,,,,,,15.76,,,,,,,,,,,,,,,,,
ABS020,18SWE04819,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:31:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71,,8.39,,,,,,,183,,,,,,,,,,640,,,,,,,,15.76,,,,,,,,,,,,,,,,,
ABS020,18SWE04820,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:32:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,,8.42,,,,,,,182,,,,,,,,,,640,,,,,,,,15.71,,,,,,,,,,,,,,,,,
ABS020,18SWE04821,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:33:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72,,8.46,,,,,,,179,,,,,,,,,,640,,,,,,,,15.69,,,,,,,,,,,,,,,,,
ABS020,18SWE04822,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:34:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,,8.52,,,,,,,177,,,,,,,,,,639,,,,,,,,15.7,,,,,,,,,,,,,,,,,
ABS020,18SWE04823,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:35:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,,8.61,,,,,,,172,,,,,,,,,,639,,,,,,,,15.6,,,,,,,,,,,,,,,,,
ABS020,18SWE04824,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:36:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,,8.63,,,,,,,170,,,,,,,,,,639,,,,,,,,15.6,,,,,,,,,,,,,,,,,
ABS020,18SWE04825,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:37:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,,8.64,,,,,,,171,,,,,,,,,,639,,,,,,,,15.59,,,,,,,,,,,,,,,,,
ABS020,18SWE04826,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:38:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,,8.65,,,,,,,170,,,,,,,,,,639,,,,,,,,15.5,,,,,,,,,,,,,,,,,
ABS020,18SWE04827,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:39:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,,8.65,,,,,,,170,,,,,,,,,,639,,,,,,,,15.45,,,,,,,,,,,,,,,,,
ABS020,18SWE04828,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:40:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85,,8.66,,,,,,,171,,,,,,,,,,638,,,,,,,,15.07,,,,,,,,,,,,,,,,,
ABS020,18SWE04829,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:41:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86,,8.66,,,,,,,172,,,,,,,,,,637,,,,,,,,14.8,,,,,,,,,,,,,,,,,
ABS020,18SWE04830,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:42:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87,,8.65,,,,,,,173,,,,,,,,,,637,,,,,,,,14.34,,,,,,,,,,,,,,,,,
ABS020,18SWE04831,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:43:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85,,8.64,,,,,,,174,,,,,,,,,,637,,,,,,,,14.24,,,,,,,,,,,,,,,,,
ABS020,18SWE04832,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:44:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,8.64,,,,,,,174,,,,,,,,,,636,,,,,,,,14.08,,,,,,,,,,,,,,,,,
ABS020,18SWE04833,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:45:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,,8.63,,,,,,,175,,,,,,,,,,636,,,,,,,,13.89,,,,,,,,,,,,,,,,,
ABS020,18SWE04834,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:46:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77,,8.63,,,,,,,175,,,,,,,,,,635,,,,,,,,13.66,,,,,,,,,,,,,,,,,
ABS020,18SWE04835,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:47:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73,,8.62,,,,,,,176,,,,,,,,,,636,,,,,,,,13.41,,,,,,,,,,,,,,,,,
ABS020,18SWE04836,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:48:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.63,,8.61,,,,,,,177,,,,,,,,,,636,,,,,,,,13.18,,,,,,,,,,,,,,,,,
ABS020,18SWE04837,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:49:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,,8.61,,,,,,,177,,,,,,,,,,636,,,,,,,,13.03,,,,,,,,,,,,,,,,,
ABS020,18SWE04838,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:50:00,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,8.62,,,,,,,177,,,,,,,,,,637,,,,,,,,12.89,,,,,,,,,,,,,,,,,
ABS020,18SWE04839,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:51:00,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56,,8.59,,,,,,,179,,,,,,,,,,636,,,,,,,,12.54,,,,,,,,,,,,,,,,,
ABS020,18SWE04840,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:52:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,,8.59,,,,,,,179,,,,,,,,,,636,,,,,,,,12.36,,,,,,,,,,,,,,,,,
ABS020,18SWE04841,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:53:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,,8.58,,,,,,,180,,,,,,,,,,636,,,,,,,,12.21,,,,,,,,,,,,,,,,,
ABS020,18SWE04842,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:54:00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74,,8.55,,,,,,,180,,,,,,,,,,638,,,,,,,,11.85,,,,,,,,,,,,,,,,,
ABS020,18SWE04843,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:55:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,8.56,,,,,,,181,,,,,,,,,,638,,,,,,,,11.77,,,,,,,,,,,,,,,,,
ABS020,18SWE04844,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,06/20/2018 12:56:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38,,8.49,,,,,,,183,,,,,,,,,,639,,,,,,,,11.67,,,,,,,,,,,,,,,,,
ABS020,18SWE05006,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,07/10/2018 08:30:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41,,8.66,,,,,,,325,,,,,,,,,,617,,,,,,,,18.57,,,,,,,,,,,,,,,,,
ABS020,18SWE05007,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,07/10/2018 08:31:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,8.73,,,,,,,320,,,,,,,,,,617,,,,,,,,18.58,,,,,,,,,,,,,,,,,
ABS020,18SWE05008,SAS,RED,05CC,1,AB05CC0650,"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",52.358820,-114.152000,0,1,122,N,,07/10/2018 08:32:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37,,8.74,,,,,,,317,,,,,,,,,,617,,,,,,,,18.58,,,,,,,,,,,,,,,,,
